Class,Course,Term Name,Class Ave,Class Ave,Credits,
HIST326-202409,HIST326,F2024,B+,3.30,3.00,#REF!
HIST327-201701,HIST327,W2017,A-,3.70,3.00,#REF!
HIST327-202101,HIST327,W2021,A-,3.70,3.00,#REF!
HIST327-202401,HIST327,W2024,B+,3.30,3.00,#REF!
HIST328-202201,HIST328,W2022,A-,3.70,3.00,#REF!
HIST330-202101,HIST330,W2021,A-,3.70,3.00,#REF!
HIST330-202209,HIST330,F2022,B,3.00,3.00,#REF!
HIST331-202009,HIST331,F2020,B+,3.30,3.00,#REF!
HIST331-202209,HIST331,F2022,B+,3.30,3.00,#REF!
HIST332-201509,HIST332,F2015,B,3.00,3.00,#REF!
HIST332-201901,HIST332,W2019,B+,3.30,3.00,#REF!
HIST332-202101,HIST332,W2021,B,3.00,3.00,#REF!
HIST333-201809,HIST333,F2018,B+,3.30,3.00,#REF!
HIST333-202401,HIST333,W2024,A-,3.70,3.00,#REF!
HIST334-202101,HIST334,W2021,B+,3.30,3.00,#REF!
HIST335-201709,HIST335,F2017,B,3.00,3.00,#REF!
HIST335-201909,HIST335,F2019,B,3.00,3.00,#REF!
HIST335-202009,HIST335,F2020,B,3.00,3.00,#REF!
HIST338-201609,HIST338,F2016,A-,3.70,3.00,#REF!
HIST338-201801,HIST338,W2018,B+,3.30,3.00,#REF!
HIST338-202009,HIST338,F2020,A-,3.70,3.00,#REF!
HIST338-202109,HIST338,F2021,A-,3.70,3.00,#REF!
HIST338-202309,HIST338,F2023,A-,3.70,3.00,#REF!
HIST340-201609,HIST340,F2016,A-,3.70,3.00,#REF!
HIST340-201909,HIST340,F2019,A-,3.70,3.00,#REF!
HIST340-202209,HIST340,F2022,A-,3.70,3.00,#REF!
HIST341-201509,HIST341,F2015,A-,3.70,3.00,#REF!
HIST341-201701,HIST341,W2017,A-,3.70,3.00,#REF!
HIST341-201709,HIST341,F2017,A-,3.70,3.00,#REF!
HIST341-201801,HIST341,W2018,A-,3.70,3.00,#REF!
HIST341-201805,HIST341,S2018,A-,3.70,3.00,#REF!
HIST341-201809,HIST341,F2018,A-,3.70,3.00,#REF!
HIST341-202005,HIST341,S2020,A-,3.70,3.00,#REF!
HIST341-202201,HIST341,W2022,A-,3.70,3.00,#REF!
HIST341-202205,HIST341,S2022,A-,3.70,3.00,#REF!
HIST341-202301,HIST341,W2023,A-,3.70,3.00,#REF!
HIST341-202401,HIST341,W2024,A-,3.70,3.00,#REF!
HIST342-201709,HIST342,F2017,B+,3.30,3.00,#REF!
HIST342-202201,HIST342,W2022,B,3.00,3.00,#REF!
HIST343-201501,HIST343,W2015,B,3.00,3.00,#REF!
HIST343-201809,HIST343,F2018,A-,3.70,3.00,#REF!
HIST343-202401,HIST343,W2024,B+,3.30,3.00,#REF!
HIST345-201909,HIST345,F2019,B,3.00,3.00,#REF!
HIST345-202109,HIST345,F2021,B+,3.30,3.00,#REF!
HIST346-201709,HIST346,F2017,B,3.00,3.00,#REF!
HIST347-201609,HIST347,F2016,B,3.00,3.00,#REF!
HIST347-201809,HIST347,F2018,B+,3.30,3.00,#REF!
HIST347-202009,HIST347,F2020,B+,3.30,3.00,#REF!
HIST349-201909,HIST349,F2019,B+,3.30,3.00,#REF!
HIST350-201701,HIST350,W2017,B+,3.30,3.00,#REF!
HIST350-202101,HIST350,W2021,B+,3.30,3.00,#REF!
HIST350-202401,HIST350,W2024,A-,3.70,3.00,#REF!
HIST351-201701,HIST351,W2017,B+,3.30,3.00,#REF!
HIST351-201705,HIST351,S2017,B+,3.30,3.00,#REF!
HIST353-201801,HIST353,W2018,B,3.00,3.00,#REF!
HIST353-201909,HIST353,F2019,B+,3.30,3.00,#REF!
HIST353-202305,HIST353,S2023,B,3.00,3.00,#REF!
HIST354-201601,HIST354,W2016,B+,3.30,3.00,#REF!
HIST354-201809,HIST354,F2018,A-,3.70,3.00,#REF!
HIST354-202409,HIST354,F2024,A-,3.70,3.00,#REF!
HIST356-201701,HIST356,W2017,B+,3.30,3.00,#REF!
HIST356-201901,HIST356,W2019,B+,3.30,3.00,#REF!
HIST356-202101,HIST356,W2021,B+,3.30,3.00,#REF!
HIST358-201601,HIST358,W2016,B-,2.70,3.00,#REF!
HIST360-201501,HIST360,W2015,B+,3.30,3.00,#REF!
HIST360-201601,HIST360,W2016,B+,3.30,3.00,#REF!
HIST360-201701,HIST360,W2017,A-,3.70,3.00,#REF!
HIST360-201801,HIST360,W2018,B+,3.30,3.00,#REF!
HIST360-201901,HIST360,W2019,A-,3.70,3.00,#REF!
HIST360-202109,HIST360,F2021,A-,3.70,3.00,#REF!
HIST360-202209,HIST360,F2022,A-,3.70,3.00,#REF!
HIST362-201509,HIST362,F2015,B,3.00,3.00,#REF!
HIST362-202009,HIST362,F2020,B+,3.30,3.00,#REF!
HIST363-202301,HIST363,W2023,A-,3.70,3.00,#REF!
HIST364-201909,HIST364,F2019,B+,3.30,3.00,#REF!
HIST364-202301,HIST364,W2023,A-,3.70,3.00,#REF!
HIST365-202201,HIST365,W2022,B+,3.30,3.00,#REF!
HIST365-202401,HIST365,W2024,A-,3.70,3.00,#REF!
HIST366-202309,HIST366,F2023,A-,3.70,3.00,#REF!
HIST367-201609,HIST367,F2016,B+,3.30,3.00,#REF!
HIST368-201909,HIST368,F2019,B+,3.30,3.00,#REF!
HIST368-202101,HIST368,W2021,A-,3.70,3.00,#REF!
HIST368-202301,HIST368,W2023,B+,3.30,3.00,#REF!
HIST368-202409,HIST368,F2024,A-,3.70,3.00,#REF!
HIST369-201509,HIST369,F2015,B+,3.30,3.00,#REF!
HIST369-201709,HIST369,F2017,A-,3.70,3.00,#REF!
HIST370-201601,HIST370,W2016,B+,3.30,3.00,#REF!
HIST370-201701,HIST370,W2017,B+,3.30,3.00,#REF!
HIST371-201809,HIST371,F2018,A-,3.70,3.00,#REF!
HIST371-202009,HIST371,F2020,A-,3.70,3.00,#REF!
HIST374-202005,HIST374,S2020,B+,3.30,3.00,#REF!
HIST374-202409,HIST374,F2024,B+,3.30,3.00,#REF!
HIST375-201701,HIST375,W2017,B,3.00,3.00,#REF!
HIST375-202201,HIST375,W2022,B+,3.30,3.00,#REF!
HIST375-202401,HIST375,W2024,B+,3.30,3.00,#REF!
HIST376-201709,HIST376,F2017,A-,3.70,3.00,#REF!
HIST377-201801,HIST377,W2018,B+,3.30,3.00,#REF!
HIST377-202101,HIST377,W2021,B+,3.30,3.00,#REF!
HIST377-202301,HIST377,W2023,B+,3.30,3.00,#REF!
HIST380-201701,HIST380,W2017,B+,3.30,3.00,#REF!
HIST380-201901,HIST380,W2019,B+,3.30,3.00,#REF!
HIST380-202301,HIST380,W2023,A-,3.70,3.00,#REF!
HIST381-201705,HIST381,S2017,B+,3.30,3.00,#REF!
HIST382-201901,HIST382,W2019,A-,3.70,3.00,#REF!
HIST383-201709,HIST383,F2017,B+,3.30,3.00,#REF!
HIST384-201609,HIST384,F2016,B+,3.30,3.00,#REF!
HIST384-201809,HIST384,F2018,A-,3.70,3.00,#REF!
HIST384-202209,HIST384,F2022,B+,3.30,3.00,#REF!
HIST386-201709,HIST386,F2017,B+,3.30,3.00,#REF!
HIST386-201901,HIST386,W2019,B+,3.30,3.00,#REF!
HIST387-201709,HIST387,F2017,B,3.00,3.00,#REF!
HIST387-201809,HIST387,F2018,B,3.00,3.00,#REF!
HIST387-202109,HIST387,F2021,B,3.00,3.00,#REF!
HIST387-202309,HIST387,F2023,B,3.00,3.00,#REF!
HIST388-201701,HIST388,W2017,B+,3.30,3.00,#REF!
HIST388-201801,HIST388,W2018,B+,3.30,3.00,#REF!
HIST388-201901,HIST388,W2019,B+,3.30,3.00,#REF!
HIST388-202201,HIST388,W2022,B+,3.30,3.00,#REF!
HIST388-202409,HIST388,F2024,B+,3.30,3.00,#REF!
HIST390-201601,HIST390,W2016,B+,3.30,3.00,#REF!
HIST390-201801,HIST390,W2018,A-,3.70,3.00,#REF!
HIST390-202109,HIST390,F2021,B+,3.30,3.00,#REF!
HIST391-201601,HIST391,W2016,B,3.00,3.00,#REF!
HIST391-202309,HIST391,F2023,B+,3.30,3.00,#REF!
HIST392-201601,HIST392,W2016,B+,3.30,3.00,#REF!
HIST392-201901,HIST392,W2019,B+,3.30,3.00,#REF!
HIST392-202201,HIST392,W2022,A-,3.70,3.00,#REF!
HIST392-202401,HIST392,W2024,A-,3.70,3.00,#REF!
HIST393-201509,HIST393,F2015,B+,3.30,3.00,#REF!
HIST393-201709,HIST393,F2017,B+,3.30,3.00,#REF!
HIST393-201909,HIST393,F2019,B+,3.30,3.00,#REF!
HIST393-202109,HIST393,F2021,B+,3.30,3.00,#REF!
HIST393-202309,HIST393,F2023,B+,3.30,3.00,#REF!
HIST394-201701,HIST394,W2017,B,3.00,3.00,#REF!
HIST397-201801,HIST397,W2018,A-,3.70,3.00,#REF!
HIST397-201809,HIST397,F2018,B+,3.30,3.00,#REF!
HIST397-202009,HIST397,F2020,A-,3.70,3.00,#REF!
HIST397-202209,HIST397,F2022,A-,3.70,3.00,#REF!
HIST397-202401,HIST397,W2024,A-,3.70,3.00,#REF!
HIST397-202501,HIST397,W2025,A-,3.70,3.00,#REF!
HIST399-201901,HIST399,W2019,A-,3.70,3.00,#REF!
HIST399-202209,HIST399,F2022,A,4.00,3.00,#REF!
HIST399-202401,HIST399,W2024,A-,3.70,3.00,#REF!
HIST399-202409,HIST399,F2024,A,4.00,3.00,#REF!
HIST405-202301,HIST405,W2023,A-,3.70,3.00,#REF!
HIST417-201709,HIST417,F2017,B+,3.30,3.00,#REF!
HIST422-201801,HIST422,W2018,A-,3.70,3.00,#REF!
HIST431-202409,HIST431,F2024,A-,3.70,3.00,#REF!
HIST435-201601,HIST435,W2016,A,4.00,3.00,#REF!
HIST436-201701,HIST436,W2017,B+,3.30,3.00,#REF!
HIST436-201809,HIST436,F2018,B+,3.30,3.00,#REF!
HIST481-201609,HIST481,F2016,A-,3.70,3.00,#REF!
HSEL308-201809,HSEL308,F2018,A-,3.70,3.00,#REF!
HSEL308-201909,HSEL308,F2019,A-,3.70,3.00,#REF!
HSEL308-202009,HSEL308,F2020,A-,3.70,3.00,#REF!
HSEL308-202109,HSEL308,F2021,A-,3.70,3.00,#REF!
HSEL308-202209,HSEL308,F2022,B+,3.30,3.00,#REF!
HSEL308-202309,HSEL308,F2023,B+,3.30,3.00,#REF!
HSEL308-202409,HSEL308,F2024,B+,3.30,3.00,#REF!
HSEL309-201701,HSEL309,W2017,A-,3.70,3.00,#REF!
HSEL309-201901,HSEL309,W2019,A-,3.70,3.00,#REF!
HSEL309-202101,HSEL309,W2021,A-,3.70,3.00,#REF!
HSEL309-202201,HSEL309,W2022,A-,3.70,3.00,#REF!
HSEL309-202301,HSEL309,W2023,B+,3.30,3.00,#REF!
HSEL309-202401,HSEL309,W2024,B+,3.30,3.00,#REF!
INDG200-201509,INDG200,F2015,B+,3.30,3.00,#REF!
INDG200-201609,INDG200,F2016,B+,3.30,3.00,#REF!
INDG200-201709,INDG200,F2017,A-,3.70,3.00,#REF!
INDG200-201809,INDG200,F2018,A-,3.70,3.00,#REF!
INDG200-201909,INDG200,F2019,A-,3.70,3.00,#REF!
INDG200-202009,INDG200,F2020,B+,3.30,3.00,#REF!
INDG200-202109,INDG200,F2021,A-,3.70,3.00,#REF!
INDG200-202209,INDG200,F2022,A-,3.70,3.00,#REF!
INDG200-202309,INDG200,F2023,A-,3.70,3.00,#REF!
INDG202-201901,INDG202,W2019,A-,3.70,3.00,#REF!
INDG401-201901,INDG401,W2019,A,4.00,3.00,#REF!
INDG401-202301,INDG401,W2023,A,4.00,3.00,#REF!
INDR294-201409,INDR294,F2014,B,3.00,3.00,#REF!
INDR294-201701,INDR294,W2017,B,3.00,3.00,#REF!
INDR294-201705,INDR294,S2017,B+,3.30,3.00,#REF!
INDR294-201709,INDR294,F2017,B,3.00,3.00,#REF!
INDR294-201801,INDR294,W2018,B,3.00,3.00,#REF!
INDR294-201809,INDR294,F2018,B,3.00,3.00,#REF!
INDR294-201909,INDR294,F2019,B+,3.30,3.00,#REF!
INDR294-202009,INDR294,F2020,A-,3.70,3.00,#REF!
INDR294-202101,INDR294,W2021,A-,3.70,3.00,#REF!
INDR294-202201,INDR294,W2022,B+,3.30,3.00,#REF!
INDR294-202301,INDR294,W2023,B+,3.30,3.00,#REF!
INDR294-202309,INDR294,F2023,A-,3.70,3.00,#REF!
INDR294-202409,INDR294,F2024,B+,3.30,3.00,#REF!
INDR492-201809,INDR492,F2018,B+,3.30,3.00,#REF!
INDR494-201901,INDR494,W2019,B-,2.70,3.00,#REF!
INDR494-202009,INDR494,F2020,B+,3.30,3.00,#REF!
INDR496-201901,INDR496,W2019,B+,3.30,3.00,#REF!
INDR496-202009,INDR496,F2020,A-,3.70,3.00,#REF!
INDR496-202101,INDR496,W2021,B+,3.30,3.00,#REF!
INFS617-202409,INFS617,F2024,A,4.00,3.00,#REF!
INFS693-202409,INFS693,F2024,A,4.00,3.00,#REF!
INSY331-201709,INSY331,F2017,B+,3.30,3.00,#REF!
INSY331-201801,INSY331,W2018,B+,3.30,3.00,#REF!
INSY331-201901,INSY331,W2019,B+,3.30,3.00,#REF!
INSY331-201909,INSY331,F2019,B+,3.30,3.00,#REF!
INSY333-201709,INSY333,F2017,B+,3.30,3.00,#REF!
INSY333-201801,INSY333,W2018,B+,3.30,3.00,#REF!
INSY333-201809,INSY333,F2018,B+,3.30,3.00,#REF!
INSY333-201909,INSY333,F2019,B+,3.30,3.00,#REF!
INSY333-202009,INSY333,F2020,A-,3.70,3.00,#REF!
INSY333-202309,INSY333,F2023,B+,3.30,3.00,#REF!
INSY336-201709,INSY336,F2017,A-,3.70,3.00,#REF!
INSY336-201809,INSY336,F2018,B+,3.30,3.00,#REF!
INSY336-202009,INSY336,F2020,B+,3.30,3.00,#REF!
INSY336-202101,INSY336,W2021,B+,3.30,3.00,#REF!
INSY336-202109,INSY336,F2021,A-,3.70,3.00,#REF!
INSY336-202209,INSY336,F2022,B+,3.30,3.00,#REF!
INSY336-202301,INSY336,W2023,B+,3.30,3.00,#REF!
INSY336-202309,INSY336,F2023,B+,3.30,3.00,#REF!
INSY336-202401,INSY336,W2024,B+,3.30,3.00,#REF!
INSY336-202409,INSY336,F2024,A-,3.70,3.00,#REF!
INSY339-202101,INSY339,W2021,A-,3.70,3.00,#REF!
INSY341-201801,INSY341,W2018,B+,3.30,3.00,#REF!
INSY341-201901,INSY341,W2019,B+,3.30,3.00,#REF!
INSY432-201709,INSY432,F2017,B+,3.30,3.00,#REF!
INSY437-201801,INSY437,W2018,B+,3.30,3.00,#REF!
INSY437-201901,INSY437,W2019,B+,3.30,3.00,#REF!
INSY437-202401,INSY437,W2024,A-,3.70,3.00,#REF!
INSY440-201709,INSY440,F2017,B+,3.30,3.00,#REF!
INSY442-201609,INSY442,F2016,B+,3.30,3.00,#REF!
INSY442-201801,INSY442,W2018,B+,3.30,3.00,#REF!
INSY442-201809,INSY442,F2018,B+,3.30,3.00,#REF!
INSY442-202101,INSY442,W2021,A-,3.70,3.00,#REF!
INSY442-202109,INSY442,F2021,B+,3.30,3.00,#REF!
INSY442-202401,INSY442,W2024,B+,3.30,3.00,#REF!
INSY442-202409,INSY442,F2024,B+,3.30,3.00,#REF!
INSY444-201509,INSY444,F2015,B+,3.30,3.00,#REF!
INSY444-201709,INSY444,F2017,B+,3.30,3.00,#REF!
INSY446-201801,INSY446,W2018,B+,3.30,3.00,#REF!
INSY446-202109,INSY446,F2021,B+,3.30,3.00,#REF!
INSY446-202401,INSY446,W2024,B+,3.30,3.00,#REF!
INSY448-202201,INSY448,W2022,B+,3.30,3.00,#REF!
INSY450-201809,INSY450,F2018,B+,3.30,3.00,#REF!
INSY455-201701,INSY455,W2017,B+,3.30,3.00,#REF!
INSY455-201801,INSY455,W2018,B+,3.30,3.00,#REF!
INTD200-201409,INTD200,F2014,A-,3.70,3.00,#REF!
INTD200-201509,INTD200,F2015,A-,3.70,3.00,#REF!
INTD200-201609,INTD200,F2016,B+,3.30,3.00,#REF!
INTD200-201709,INTD200,F2017,B+,3.30,3.00,#REF!
INTD200-201801,INTD200,W2018,B+,3.30,3.00,#REF!
INTD200-201809,INTD200,F2018,B+,3.30,3.00,#REF!
INTD200-201901,INTD200,W2019,B+,3.30,3.00,#REF!
INTD200-201909,INTD200,F2019,A-,3.70,3.00,#REF!
INTD200-202009,INTD200,F2020,A-,3.70,3.00,#REF!
INTD200-202101,INTD200,W2021,A-,3.70,3.00,#REF!
INTD200-202109,INTD200,F2021,B+,3.30,3.00,#REF!
INTD200-202201,INTD200,W2022,B+,3.30,3.00,#REF!
INTD200-202209,INTD200,F2022,B+,3.30,3.00,#REF!
INTD200-202301,INTD200,W2023,B+,3.30,3.00,#REF!
INTD200-202309,INTD200,F2023,B+,3.30,3.00,#REF!
INTD200-202401,INTD200,W2024,B+,3.30,3.00,#REF!
INTD200-202409,INTD200,F2024,B+,3.30,3.00,#REF!
INTD250-202409,INTD250,F2024,B+,3.30,3.00,#REF!
INTD350-201801,INTD350,W2018,A-,3.70,3.00,#REF!
INTD350-201809,INTD350,F2018,B+,3.30,3.00,#REF!
INTD350-202101,INTD350,W2021,A-,3.70,3.00,
INTD350-202201,INTD350,W2022,B+,3.30,3.00,
INTD350-202209,INTD350,F2022,B+,3.30,3.00,
INTD350-202309,INTD350,F2023,B+,3.30,3.00,
INTD352-201909,INTD352,F2019,B+,3.30,3.00,
INTD352-202209,INTD352,F2022,A-,3.70,3.00,
INTD354-202109,INTD354,F2021,A-,3.70,3.00,
INTD354-202301,INTD354,W2023,A-,3.70,3.00,
INTD354-202401,INTD354,W2024,B+,3.30,3.00,
INTD354-202409,INTD354,F2024,B+,3.30,3.00,
INTD356-202009,INTD356,F2020,A-,3.70,3.00,
INTD356-202109,INTD356,F2021,A-,3.70,3.00,
INTD356-202209,INTD356,F2022,B+,3.30,3.00,
INTD356-202409,INTD356,F2024,B+,3.30,3.00,
INTD358-202101,INTD358,W2021,A-,3.70,3.00,
INTD358-202201,INTD358,W2022,A-,3.70,3.00,
INTD358-202301,INTD358,W2023,B+,3.30,3.00,
INTD360-202101,INTD360,W2021,A,4.00,3.00,
INTD360-202201,INTD360,W2022,A-,3.70,3.00,
INTD360-202301,INTD360,W2023,A-,3.70,3.00,
INTD397-201701,INTD397,W2017,A-,3.70,3.00,
INTD397-201801,INTD397,W2018,A-,3.70,3.00,
INTD397-201809,INTD397,F2018,B+,3.30,3.00,
INTD397-201901,INTD397,W2019,A-,3.70,3.00,
INTD397-201909,INTD397,F2019,B+,3.30,3.00,
INTD397-202009,INTD397,F2020,A-,3.70,3.00,
INTD397-202101,INTD397,W2021,A-,3.70,3.00,
INTD397-202109,INTD397,F2021,B+,3.30,3.00,
INTD397-202201,INTD397,W2022,B+,3.30,3.00,
INTD397-202209,INTD397,F2022,B+,3.30,3.00,
INTD397-202301,INTD397,W2023,A-,3.70,3.00,
INTD397-202309,INTD397,F2023,A-,3.70,3.00,
INTD397-202401,INTD397,W2024,A-,3.70,3.00,
INTD397-202409,INTD397,F2024,A,4.00,3.00,
INTD398-202301,INTD398,W2023,B+,3.30,3.00,
INTD398-202309,INTD398,F2023,A,4.00,3.00,
INTD398-202401,INTD398,W2024,A-,3.70,3.00,
INTD497-201709,INTD497,F2017,A-,3.70,3.00,
INTD497-201809,INTD497,F2018,A-,3.70,3.00,
INTD497-201909,INTD497,F2019,A-,3.70,3.00,
INTD497-202009,INTD497,F2020,A-,3.70,3.00,
INTD497-202109,INTD497,F2021,A-,3.70,3.00,
INTD497-202209,INTD497,F2022,B+,3.30,3.00,
INTD497-202301,INTD497,W2023,A-,3.70,3.00,
INTD497-202309,INTD497,F2023,A-,3.70,3.00,
INTD497-202401,INTD497,W2024,A-,3.70,3.00,
INTD498-202409,INTD498,F2024,A,4.00,3.00,
INTG201-201609,INTG201,F2016,B+,3.30,3.00,
INTG201-201709,INTG201,F2017,B+,3.30,3.00,
INTG201-201809,INTG201,F2018,B+,3.30,3.00,
INTG201-201909,INTG201,F2019,B+,3.30,3.00,
INTG201-202009,INTG201,F2020,B+,3.30,3.00,
INTG201-202109,INTG201,F2021,B+,3.30,3.00,
INTG201-202209,INTG201,F2022,B+,3.30,3.00,
INTG201-202309,INTG201,F2023,B+,3.30,3.00,
INTG202-201701,INTG202,W2017,B+,3.30,3.00,
INTG202-201801,INTG202,W2018,B+,3.30,3.00,
INTG202-201901,INTG202,W2019,B+,3.30,3.00,
INTG202-202101,INTG202,W2021,B+,3.30,3.00,
INTG202-202201,INTG202,W2022,B+,3.30,3.00,
INTG202-202301,INTG202,W2023,B+,3.30,3.00,
INTG202-202401,INTG202,W2024,B+,3.30,3.00,
INTG215-202409,INTG215,F2024,A-,3.70,3.00,
ISLA199-201409,ISLA199,F2014,A-,3.70,3.00,
ISLA199-201609,ISLA199,F2016,A-,3.70,3.00,
ISLA200-201609,ISLA200,F2016,A-,3.70,3.00,
ISLA200-201801,ISLA200,W2018,A-,3.70,3.00,
ISLA200-201901,ISLA200,W2019,A-,3.70,3.00,
ISLA200-201909,ISLA200,F2019,A-,3.70,3.00,
ISLA200-202009,ISLA200,F2020,A-,3.70,3.00,
ISLA200-202201,ISLA200,W2022,A-,3.70,3.00,
ISLA200-202209,ISLA200,F2022,A-,3.70,3.00,
ISLA200-202309,ISLA200,F2023,A,4.00,3.00,
ISLA200-202409,ISLA200,F2024,A-,3.70,3.00,
ISLA210-201401,ISLA210,W2014,B+,3.30,3.00,
ISLA210-201601,ISLA210,W2016,B+,3.30,3.00,
ISLA210-201701,ISLA210,W2017,A-,3.70,3.00,
ISLA210-201709,ISLA210,F2017,B+,3.30,3.00,
ISLA210-201809,ISLA210,F2018,A-,3.70,3.00,
ISLA210-202101,ISLA210,W2021,A-,3.70,3.00,
ISLA210-202109,ISLA210,F2021,A,4.00,3.00,
ISLA210-202301,ISLA210,W2023,A,4.00,3.00,
ISLA210-202401,ISLA210,W2024,A,4.00,3.00,
ISLA221D2-202201,ISLA221D2,W2022,A,4.00,4.50,
ISLA221D2-202301,ISLA221D2,W2023,A-,3.70,4.50,
ISLA300-201701,ISLA300,W2017,A-,3.70,3.00,
ISLA300-202209,ISLA300,F2022,A,4.00,3.00,
ISLA305-202301,ISLA305,W2023,A-,3.70,3.00,
ISLA310-202401,ISLA310,W2024,A-,3.70,3.00,
ISLA315-202309,ISLA315,F2023,B+,3.30,3.00,
ISLA315-202501,ISLA315,W2025,A-,3.70,3.00,
ISLA325-201801,ISLA325,W2018,B+,3.30,3.00,
ISLA330-201509,ISLA330,F2015,A-,3.70,3.00,
ISLA330-202401,ISLA330,W2024,A-,3.70,3.00,
ISLA355-201601,ISLA355,W2016,B+,3.30,3.00,
ISLA360-201809,ISLA360,F2018,A-,3.70,3.00,
ISLA383-201501,ISLA383,W2015,A-,3.70,3.00,
ISLA383-201601,ISLA383,W2016,A-,3.70,3.00,
ISLA383-201701,ISLA383,W2017,A,4.00,3.00,
ISLA392-201909,ISLA392,F2019,A-,3.70,3.00,
ISLA521D2-201401,ISLA521D2,W2014,A-,3.70,4.50,
ISLA521D2-201601,ISLA521D2,W2016,A-,3.70,4.50,
ISLA521D2-201701,ISLA521D2,W2017,A-,3.70,4.50,
ISLA521D2-201801,ISLA521D2,W2018,B+,3.30,4.50,
ISLA521D2-201901,ISLA521D2,W2019,A-,3.70,4.50,
ISLA521D2-202101,ISLA521D2,W2021,A-,3.70,4.50,
ISLA522D2-201701,ISLA522D2,W2017,A-,3.70,3.00,
ISLA522D2-201801,ISLA522D2,W2018,A-,3.70,3.00,
ISLA522D2-201901,ISLA522D2,W2019,B+,3.30,3.00,
ISLA523D2-201601,ISLA523D2,W2016,A-,3.70,3.00,
ISLA523D2-201801,ISLA523D2,W2018,B+,3.30,3.00,
ITAL205D2-201601,ITAL205D2,W2016,A-,3.70,3.00,
ITAL205D2-201701,ITAL205D2,W2017,B+,3.30,3.00,
ITAL205D2-201801,ITAL205D2,W2018,A-,3.70,3.00,
ITAL205D2-201901,ITAL205D2,W2019,A-,3.70,3.00,
ITAL205D2-202101,ITAL205D2,W2021,A-,3.70,3.00,
ITAL205D2-202201,ITAL205D2,W2022,A-,3.70,3.00,
ITAL205D2-202301,ITAL205D2,W2023,B+,3.30,3.00,
ITAL205D2-202401,ITAL205D2,W2024,B+,3.30,3.00,
ITAL206-201605,ITAL206,S2016,A-,3.70,6.00,
ITAL206-201701,ITAL206,W2017,B+,3.30,6.00,
ITAL206-201709,ITAL206,F2017,A-,3.70,6.00,
ITAL206-201801,ITAL206,W2018,A-,3.70,6.00,
ITAL206-201809,ITAL206,F2018,A-,3.70,6.00,
ITAL206-202009,ITAL206,F2020,A-,3.70,6.00,
ITAL206-202109,ITAL206,F2021,A-,3.70,6.00,
ITAL206-202201,ITAL206,W2022,B+,3.30,6.00,
ITAL206-202209,ITAL206,F2022,B+,3.30,6.00,
ITAL206-202409,ITAL206,F2024,A-,3.70,6.00,
ITAL215D2-202201,ITAL215D2,W2022,B+,3.30,3.00,
ITAL215D2-202301,ITAL215D2,W2023,B+,3.30,3.00,
ITAL216-201801,ITAL216,W2018,B+,3.30,6.00,
ITAL230-201709,ITAL230,F2017,A-,3.70,3.00,
ITAL230-201809,ITAL230,F2018,B+,3.30,3.00,
ITAL230-201909,ITAL230,F2019,A-,3.70,3.00,
ITAL230-202009,ITAL230,F2020,A-,3.70,3.00,
ITAL230-202109,ITAL230,F2021,A-,3.70,3.00,
ITAL230-202209,ITAL230,F2022,B+,3.30,3.00,
ITAL230-202309,ITAL230,F2023,A-,3.70,3.00,
ITAL230-202409,ITAL230,F2024,A,4.00,3.00,
ITAL355-201501,ITAL355,W2015,B+,3.30,3.00,
ITAL355-201801,ITAL355,W2018,A-,3.70,3.00,
ITAL355-201901,ITAL355,W2019,A-,3.70,3.00,
ITAL355-202201,ITAL355,W2022,A-,3.70,3.00,
ITAL374-202309,ITAL374,F2023,A-,3.70,3.00,
ITAL375-201401,ITAL375,W2014,B+,3.30,3.00,
ITAL375-202005,ITAL375,S2020,A-,3.70,3.00,
ITAL375-202209,ITAL375,F2022,A-,3.70,3.00,
ITAL477-202301,ITAL477,W2023,A-,3.70,3.00,
JWST202-202201,JWST202,W2022,B+,3.30,3.00,
JWST206-202109,JWST206,F2021,A,4.00,3.00,
JWST206-202209,JWST206,F2022,A,4.00,3.00,
JWST220D2-201701,JWST220D2,W2017,A-,3.70,3.00,
JWST220D2-201801,JWST220D2,W2018,B+,3.30,3.00,
JWST220D2-202301,JWST220D2,W2023,A-,3.70,3.00,
JWST240-201501,JWST240,W2015,B+,3.30,3.00,
JWST240-201601,JWST240,W2016,A-,3.70,3.00,
JWST240-201701,JWST240,W2017,B+,3.30,3.00,
JWST240-201801,JWST240,W2018,B+,3.30,3.00,
JWST240-201809,JWST240,F2018,B+,3.30,3.00,
JWST240-202009,JWST240,F2020,B+,3.30,3.00,
JWST240-202209,JWST240,F2022,A-,3.70,3.00,
JWST240-202309,JWST240,F2023,A-,3.70,3.00,
JWST240-202409,JWST240,F2024,A-,3.70,3.00,
JWST245-202109,JWST245,F2021,A,4.00,3.00,
JWST245-202209,JWST245,F2022,A,4.00,3.00,
JWST254-201809,JWST254,F2018,B+,3.30,3.00,
JWST261-202409,JWST261,F2024,A,4.00,3.00,
JWST303-201701,JWST303,W2017,A-,3.70,3.00,
JWST309-201909,JWST309,F2019,A-,3.70,3.00,
JWST309-202101,JWST309,W2021,A-,3.70,3.00,
JWST309-202201,JWST309,W2022,A-,3.70,3.00,
JWST309-202409,JWST309,F2024,A,4.00,3.00,
JWST311-202101,JWST311,W2021,A-,3.70,3.00,
JWST312-202401,JWST312,W2024,A-,3.70,3.00,
